surrogate,alpha,arm,horizon,seed,n_samples,rel_welfare_loss,gain_estimator_err,max_min_ratio,bundle_envy,outcome_envy,mean_outcome,law_predicted_loss
weak,0.25,plugin,8,1,192,0.0010610092332383636,0.022552173110920438,0.2565970813516875,1.270242904002864,1.6754318208461907,0.11322463203783632,0.0010667966147027096
weak,0.25,shrunk,8,1,192,0.000983855950804708,0.02184138848205186,0.26708728399779685,1.2071182881918163,1.612284721525129,0.1130296383539056,nan
weak,0.25,smoothed,8,1,192,0.0009707358471207206,0.021480692162010744,0.26358998606724704,1.2306675871539459,1.636324425203487,0.11310150465596826,nan
weak,0.25,uniform,8,1,192,0.01745222945600903,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
weak,0.25,persistence,8,1,192,0.020887879126294747,0.09983239226403162,0.2801809339241262,1.410749993467914,1.660623655566808,0.11139221224202255,nan
weak,0.25,learned,8,1,192,0.0007446785412374961,0.0187280573333222,0.256128274990464,1.2578652132644255,1.6648076639340121,0.11316690567542619,nan
weak,0.25,learned_robust,8,1,192,0.00011279443502283544,0.0073109252840597065,0.2663565735721075,1.222058933569453,1.627440134288393,0.11306541210762074,nan
weak,0.25,plugin,8,2,192,0.0010610092332383636,0.022552173110920438,0.2565970813516875,1.270242904002864,1.6754318208461907,0.11322463203783632,0.0010667966147027096
weak,0.25,shrunk,8,2,192,0.000983855950804708,0.02184138848205186,0.26708728399779685,1.2071182881918163,1.612284721525129,0.1130296383539056,nan
weak,0.25,smoothed,8,2,192,0.0009707358471207206,0.021480692162010744,0.26358998606724704,1.2306675871539459,1.636324425203487,0.11310150465596826,nan
weak,0.25,uniform,8,2,192,0.01745222945600903,0.09044670223399691,0.6708571542233678,0.0,0.4163620248938759,0.10912077438555882,nan
weak,0.25,persistence,8,2,192,0.020887879126294747,0.09983239226403162,0.2801809339241262,1.410749993467914,1.660623655566808,0.11139221224202255,nan
weak,0.25,learned,8,2,192,0.0008434243938393778,0.020278137612863446,0.25414639536563016,1.2530064683595545,1.6600388575560512,0.11315031441029755,nan
