family,scenario,field,segment,window,bin,freq_rel_nyquist,period_steps,period_time_units,share,cumulative_share,ar1_null_share
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,29,0.58,3.4827586206896552,5.562080448275862,0.00949491995009931,0.9105062855071813,0.007105930877030494
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,30,0.6,3.3666666666666667,5.376677766666666,0.006598499982940142,0.9171047854901214,0.006799019688413675
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,31,0.62,3.2580645161290325,5.203236548387097,0.0053057795700818195,0.9224105650602032,0.0065225900439747336
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,32,0.64,3.15625,5.04063540625,0.004972097481092867,0.9273826625412961,0.006273395484873468
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,33,0.66,3.0606060606060606,4.887888878787878,0.005310616217162744,0.9326932787584589,0.0060486406181556535
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,34,0.68,2.9705882352941178,4.74412744117647,0.005356758926620441,0.9380500376850793,0.005845912343939405
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,35,0.7,2.8857142857142857,4.6085809428571425,0.005448202869465363,0.9434982405545447,0.005663123075003498
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,36,0.72,2.8055555555555554,4.480564805555556,0.00440529778408653,0.9479035383386313,0.005498463699427749
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,37,0.74,2.72972972972973,4.3594684594594595,0.004035923126584699,0.9519394614652159,0.00535036449362481
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,38,0.76,2.6578947368421053,4.244745605263158,0.003522405118759145,0.955461866583975,0.005217462552516544
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,39,0.78,2.58974358974359,4.135905974358974,0.004511364604050145,0.9599732311880251,0.00509857458736331
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,40,0.8,2.525,4.032508325,0.004031391773879226,0.9640046229619045,0.00499267416658809
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,41,0.82,2.4634146341463414,3.934154463414634,0.0038787179218635888,0.967883340883768,0.004898872653801898
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,42,0.84,2.4047619047619047,3.840484119047619,0.003059399113834132,0.9709427399976023,0.004816403240164584
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,43,0.86,2.3488372093023258,3.751170534883721,0.0036601788135919413,0.9746029188111941,0.004744607582991476
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,44,0.88,2.2954545454545454,3.665916659090909,0.0036109076331993332,0.9782138264443935,0.004682924655200103
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,45,0.9,2.2444444444444445,3.584451844444444,0.004185074084692976,0.9823989005290865,0.004630881485515579
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,46,0.92,2.1956521739130435,3.5065289782608695,0.0038105906066195926,0.9862094911357061,0.004588085531033116
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,47,0.94,2.148936170212766,3.431921978723404,0.0031549349447529186,0.9893644260804592,0.004554218474704859
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,48,0.96,2.1041666666666665,3.3604236041666664,0.0034160589924874204,0.9927804850729465,0.004529031282910508
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,49,0.98,2.061224489795918,3.291843530612245,0.003567333603181917,0.9963478186761283,0.004512340394363496
Turbulent radiative layer 2D,tcool_1.00,density,full,boxcar,50,1.0,2.02,3.22600666,0.0036521813238723972,1.0000000000000007,0.004504024942726067
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,1,0.02,101.0,161.300333,0.06404426341090681,0.06404426341090681,0.10870279785433667
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,2,0.04,50.5,80.6501665,0.035564645551051426,0.09960890896195823,0.10087492741038871
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,3,0.06,33.666666666666664,53.76677766666666,0.01791480333528799,0.11752371229724622,0.0900902375037263
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,4,0.08,25.25,40.32508325,0.06080434570275019,0.1783280579999964,0.07840092706503096
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,5,0.1,20.2,32.2600666,0.14833579870009955,0.32666385670009596,0.0672414849895721
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,6,0.12,16.833333333333332,26.88338883333333,0.1761083215689185,0.5027721782690144,0.057332042665212204
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,7,0.14,14.428571428571429,23.042904714285715,0.0772624533395635,0.5800346316085779,0.048884333909114994
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,8,0.16,12.625,20.162541625,0.0181693513592674,0.5982039829678454,0.041836269258669526
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,9,0.18,11.222222222222221,17.922259222222223,0.01600768728055485,0.6142116702484002,0.03601309029457908
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,10,0.2,10.1,16.1300333,0.020338728541844722,0.6345503987902449,0.031214467739368357
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,11,0.22,9.181818181818182,14.663666636363637,0.03901120917357196,0.6735616079638168,0.027253580432290217
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,12,0.24,8.416666666666666,13.441694416666666,0.03548934944851724,0.709050957412334,0.023970659009133057
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,13,0.26,7.769230769230769,12.407717923076923,0.02329561433170691,0.7323465717440409,0.02123470931345658
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,14,0.28,7.214285714285714,11.521452357142858,0.016615615516930457,0.7489621872609714,0.018940557696757933
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,15,0.3,6.733333333333333,10.753355533333332,0.016584890639285782,0.7655470779002572,0.017004564665815226
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,16,0.32,6.3125,10.0812708125,0.01629663519937432,0.7818437130996314,0.015360415946040287
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,17,0.34,5.9411764705882355,9.48825488235294,0.012719421055613883,0.7945631341552453,0.013955488116294877
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,18,0.36,5.611111111111111,8.961129611111112,0.015606731388419457,0.8101698655436648,0.012747888523418521
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,19,0.38,5.315789473684211,8.489491210526316,0.017207625513858883,0.8273774910575237,0.01170411424565561
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,20,0.4,5.05,8.06501665,0.013309552665112362,0.8406870437226359,0.010797227917739162
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,21,0.42,4.809523809523809,7.680968238095238,0.01221619899206068,0.8529032427146965,0.01000544582814426
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,22,0.44,4.590909090909091,7.331833318181818,0.016336801708876234,0.8692400444235727,0.00931104719857944
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,23,0.46,4.391304347826087,7.013057956521739,0.013854799158447846,0.8830948435820206,0.008699530699632634
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,24,0.48,4.208333333333333,6.720847208333333,0.009914884529132292,0.893009728111153,0.00815896026968004
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,25,0.5,4.04,6.45201332,0.006711333310401349,0.8997210614215543,0.007679455693222226
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,26,0.52,3.8846153846153846,6.203858961538462,0.006655778279179107,0.9063768397007335,0.007252794015499911
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,27,0.54,3.740740740740741,5.974086407407407,0.007672933828300787,0.9140497735290342,0.006872096064846994
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,28,0.56,3.607142857142857,5.760726178571429,0.007566291433215353,0.9216160649622496,0.006531578583710322
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,29,0.58,3.4827586206896552,5.562080448275862,0.007736728126917218,0.9293527930891669,0.0062263571693395225
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,30,0.6,3.3666666666666667,5.376677766666666,0.005418181348141955,0.9347709744373088,0.005952288760470401
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,31,0.62,3.2580645161290325,5.203236548387097,0.004329442998556036,0.9391004174358648,0.005705845064958634
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,32,0.64,3.15625,5.04063540625,0.003999387403249273,0.9430998048391142,0.005484010325952393
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,33,0.66,3.0606060606060606,4.887888878787878,0.003975345475476975,0.9470751503145911,0.005284198337035613
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,34,0.68,2.9705882352941178,4.74412744117647,0.004118392101446992,0.9511935424160382,0.005104184763857853
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,35,0.7,2.8857142857142857,4.6085809428571425,0.0039196875390514205,0.9551132299550896,0.0049420517032327475
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,36,0.72,2.8055555555555554,4.480564805555556,0.0034184040019964003,0.9585316339570861,0.004796142078886384
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,37,0.74,2.72972972972973,4.3594684594594595,0.0031575617553170556,0.9616891957124031,0.00466502198670413
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,38,0.76,2.6578947368421053,4.244745605263158,0.0032704945326042494,0.9649596902450074,0.004547449499193979
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,39,0.78,2.58974358974359,4.135905974358974,0.0033878130764643634,0.9683475033214717,0.004442348747102849
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,40,0.8,2.525,4.032508325,0.0032751756589725262,0.9716226789804442,0.0043487883367622215
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,41,0.82,2.4634146341463414,3.934154463414634,0.003134365761725999,0.9747570447421702,0.004265963350641921
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,42,0.84,2.4047619047619047,3.840484119047619,0.0028370185138207405,0.977594063255991,0.004193180327718291
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,43,0.86,2.3488372093023258,3.751170534883721,0.002610282189373735,0.9802043454453646,0.004129844738693654
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,44,0.88,2.2954545454545454,3.665916659090909,0.002893748278809555,0.9830980937241742,0.004075450565762721
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,45,0.9,2.2444444444444445,3.584451844444444,0.003458713323949287,0.9865568070481235,0.004029571672822177
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,46,0.92,2.1956521739130435,3.5065289782608695,0.0030622219191604756,0.9896190289672839,0.003991854713864698
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,47,0.94,2.148936170212766,3.431921978723404,0.0024811235847977697,0.9921001525520817,0.003962013377980028
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,48,0.96,2.1041666666666665,3.3604236041666664,0.0025540280916700074,0.9946541806437518,0.003939823811408223
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,49,0.98,2.061224489795918,3.291843530612245,0.00271310907885127,0.997367289722603,0.003925121092441689
Turbulent radiative layer 2D,tcool_1.00,density,full,hann,50,1.0,2.02,3.22600666,0.0026327102773969244,1.0,0.003917796665253609
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,1,0.03333333333333333,60.0,95.82198,0.11471534753337474,0.11471534753337474,0.1426659004961985
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,2,0.06666666666666667,30.0,47.91099,0.054708294925146464,0.16942364245852118,0.1264924725890704
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,3,0.1,20.0,31.940659999999998,0.2016226306623872,0.3710462731209084,0.10651438362303203
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,4,0.13333333333333333,15.0,23.955495,0.15335680797759446,0.5244030810985029,0.0874009632673117
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,5,0.16666666666666666,12.0,19.164396,0.030152136591485506,0.5545552176899884,0.07121254968669095
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,6,0.2,10.0,15.970329999999999,0.04624308734288165,0.60079830503287,0.05826572599268439
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.045903094865190855,0.6467013998980609,0.04815059722315554
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,8,0.26666666666666666,7.5,11.9777475,0.03930627877993047,0.6860076786779913,0.040291314856084386
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,9,0.3,6.666666666666667,10.646886666666667,0.034658659516988495,0.7206663381949797,0.03416283563480842
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,10,0.3333333333333333,6.0,9.582198,0.025853202322539296,0.746519540517519,0.02934583639784779
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.042643274192946674,0.7891628147104657,0.02552255475159587
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,12,0.4,5.0,7.985164999999999,0.021020202890601837,0.8101830176010675,0.02245697940833498
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.028797511749377606,0.8389805293504451,0.01997465174670417
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.01402961514466823,0.8530101444951134,0.017946234672799048
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,15,0.5,4.0,6.388132,0.012459024157424175,0.8654691686525375,0.016275188159063512
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,16,0.5333333333333333,3.75,5.98887375,0.014668568412065234,0.8801377370646027,0.014888829051754544
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.0173777636041317,0.8975155006687344,0.013731926663285121
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,18,0.6,3.3333333333333335,5.3234433333333335,0.013765993318773807,0.9112814939875082,0.01276212480362847
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.010501743919542353,0.9217832379070506,0.011946658629769126
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,20,0.6666666666666666,3.0,4.791099,0.009768927849916419,0.9315521657569671,0.011259985667166551
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,21,0.7,2.857142857142857,4.562951428571428,0.00890847864112811,0.9404606443980952,0.010682063734600296
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.007349234049666863,0.9478098784477621,0.010197089397769388
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.008219343158883313,0.9560292216066454,0.009792567018342089
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,24,0.8,2.5,3.9925824999999997,0.007430331514689936,0.9634595531213352,0.00945861752237534
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,25,0.8333333333333334,2.4,3.8328792,0.005675451022261725,0.9691350041435971,0.009187463029351736
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.0065217152988391045,0.975656719442436,0.008973042257950082
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,27,0.9,2.2222222222222223,3.548962222222222,0.007856410157345214,0.9835131295997813,0.008810724781504388
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.005993666411287166,0.9895067960110685,0.00869710153910718
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.006729972725458367,0.9962367687365269,0.008629835743513828
Turbulent radiative layer 2D,tcool_1.00,density,train,boxcar,30,1.0,2.0,3.194066,0.0037632312634729775,0.9999999999999998,0.004303781654500233
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,1,0.03333333333333333,60.0,95.82198,0.06396110968886198,0.06396110968886198,0.11793802815278796
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,2,0.06666666666666667,30.0,47.91099,0.058888687021281624,0.12284979671014361,0.108615084621465
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,3,0.1,20.0,31.940659999999998,0.1666157239594853,0.2894655206696289,0.09605268793300964
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,4,0.13333333333333333,15.0,23.955495,0.15571284813887212,0.44517836880850103,0.08279364195868907
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,5,0.16666666666666666,12.0,19.164396,0.05280314289935248,0.4979815117078535,0.07047034885000675
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,6,0.2,10.0,15.970329999999999,0.04060026135470296,0.5385817730625565,0.05979344426228741
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.03238319870461675,0.5709649717671732,0.05088517645816056
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,8,0.26666666666666666,7.5,11.9777475,0.03669817601893043,0.6076631477861036,0.043588503935809916
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,9,0.3,6.666666666666667,10.646886666666667,0.040807208072117136,0.6484703558582208,0.03765426135519891
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,10,0.3333333333333333,6.0,9.582198,0.03637412233456371,0.6848444781927845,0.03283075349712821
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.050495303619343464,0.7353397818121279,0.02889792507194053
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,12,0.4,5.0,7.985164999999999,0.038130239344457806,0.7734700211565857,0.025675295064263637
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.03166237660110056,0.8051323977576863,0.023019296294800304
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.020097296909555338,0.8252296946672417,0.02081731654259125
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,15,0.5,4.0,6.388132,0.016910654752475253,0.8421403494197169,0.018981472989690933
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,16,0.5333333333333333,3.75,5.98887375,0.018856185188344705,0.8609965346080617,0.017443188058768166
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.023892256388922926,0.8848887909969846,0.01614880509538433
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,18,0.6,3.3333333333333335,5.3234433333333335,0.018386441974695897,0.9032752329716806,0.01505616967167568
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.00966772182208994,0.9129429547937704,0.014132010466949785
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,20,0.6666666666666666,3.0,4.791099,0.010878502428042629,0.9238214572218131,0.013349948731313935
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,21,0.7,2.857142857142857,4.562951428571428,0.009396090797655673,0.9332175480194688,0.012688989542403136
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.006460365846490517,0.9396779138659592,0.012132378044267797
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.007322638397097401,0.9470005522630567,0.011666731128289419
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,24,0.8,2.5,3.9925824999999997,0.007790305883333884,0.9547908581463906,0.01128137726176043
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,25,0.8333333333333334,2.4,3.8328792,0.007242040067292687,0.9620328982136833,0.010967854432066458
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.007169975998319005,0.9692028742120024,0.010719529250666313
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,27,0.9,2.2222222222222223,3.548962222222222,0.00904897191799043,0.9782518461299928,0.010531310069240171
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.008815992018702168,0.987067838148695,0.010399434316489977
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.008442825890503713,0.9955106640391987,0.010321315828248254
Turbulent radiative layer 2D,tcool_1.00,density,train,hann,30,1.0,2.0,3.194066,0.004489335960801522,1.0000000000000002,0.00514772111464575
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,1,0.02,101.0,161.300333,0.32542934299236,0.32542934299236,0.10702094206789933
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,2,0.04,50.5,80.6501665,0.10269472700539978,0.42812406999775976,0.09953601247976829
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,3,0.06,33.666666666666664,53.76677766666666,0.06598567672881259,0.4941097467265724,0.08916886638569818
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,4,0.08,25.25,40.32508325,0.023804280163331647,0.517914026889904,0.07785960041021192
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,5,0.1,20.2,32.2600666,0.05658908240438269,0.5745031092942867,0.06699190353669243
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,6,0.12,16.833333333333332,26.88338883333333,0.04263518365566229,0.6171382929499489,0.05728278152439047
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,7,0.14,14.428571428571429,23.042904714285715,0.02002976093948495,0.6371680538894339,0.04896183650487495
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,8,0.16,12.625,20.162541625,0.01967450350150775,0.6568425573909417,0.04198831129914713
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,9,0.18,11.222222222222221,17.922259222222223,0.0142718195783095,0.6711143769692511,0.03620515813258842
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,10,0.2,10.1,16.1300333,0.011206743051622838,0.682321120020874,0.03142478238556025
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,11,0.22,9.181818181818182,14.663666636363637,0.01791739882300885,0.7002385188438829,0.02746888246250463
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,12,0.24,8.416666666666666,13.441694416666666,0.02725797284348276,0.7274964916873656,0.02418316565229824
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,13,0.26,7.769230769230769,12.407717923076923,0.020458122402016703,0.7479546140893822,0.02144007419275075
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,14,0.28,7.214285714285714,11.521452357142858,0.018096317904983093,0.7660509319943655,0.019136553675038123
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,15,0.3,6.733333333333333,10.753355533333332,0.012464676466668245,0.7785156084610336,0.017190250537145447
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,16,0.32,6.3125,10.0812708125,0.01614943110821928,0.7946650395692529,0.015535615162420906
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,17,0.34,5.9411764705882355,9.48825488235294,0.010707109826135569,0.8053721493953885,0.014120465073228804
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,18,0.36,5.611111111111111,8.961129611111112,0.012032826281525966,0.8174049756769144,0.012903148830858519
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,19,0.38,5.315789473684211,8.489491210526316,0.007158682987063237,0.8245636586639777,0.011850282516093076
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,20,0.4,5.05,8.06501665,0.007484746447484089,0.8320484051114617,0.010934973944129484
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,21,0.42,4.809523809523809,7.680968238095238,0.007446083554330975,0.8394944886657927,0.010135440934337646
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,22,0.44,4.590909090909091,7.331833318181818,0.005586604024552593,0.8450810926903453,0.009433939361632318
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,23,0.46,4.391304347826087,7.013057956521739,0.005081571571443718,0.8501626642617891,0.008815931296497083
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,24,0.48,4.208333333333333,6.720847208333333,0.006640464936613997,0.8568031291984031,0.008269437958730771
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,25,0.5,4.04,6.45201332,0.006942275134434995,0.8637454043328381,0.007784534607481443
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,26,0.52,3.8846153846153846,6.203858961538462,0.006435645893020277,0.8701810502258583,0.007352954493144409
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,27,0.54,3.740740740740741,5.974086407407407,0.007445296993752567,0.877626347219611,0.006967776805037249
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,28,0.56,3.607142857142857,5.760726178571429,0.007295094671700131,0.8849214418913111,0.006623179535533508
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,29,0.58,3.4827586206896552,5.562080448275862,0.0067403677949818604,0.8916618096862928,0.006314242728150814
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,30,0.6,3.3666666666666667,5.376677766666666,0.00622744052604328,0.8978892502123361,0.006036791015166285
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,31,0.62,3.2580645161290325,5.203236548387097,0.005645688248174248,0.9035349384605104,0.005787266947001862
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,32,0.64,3.15625,5.04063540625,0.0060053787752091465,0.9095403172357195,0.005562628578638102
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,33,0.66,3.0606060606060606,4.887888878787878,0.006936958134430754,0.9164772753701501,0.0053602662657738194
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,34,0.68,2.9705882352941178,4.74412744117647,0.006709798864653135,0.9231870742348032,0.0051779347542584555
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,35,0.7,2.8857142857142857,4.6085809428571425,0.0057722458832807425,0.928959320118084,0.005013697509370526
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,36,0.72,2.8055555555555554,4.480564805555556,0.005648655398338067,0.9346079755164219,0.004865880893071662
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,37,0.74,2.72972972972973,4.3594684594594595,0.005411226964813469,0.9400192024812355,0.004733036306831318
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,38,0.76,2.6578947368421053,4.244745605263158,0.004717350535122731,0.9447365530163582,0.0046139088118645364
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,39,0.78,2.58974358974359,4.135905974358974,0.005850801891280789,0.9505873549076389,0.004507411045242869
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,40,0.8,2.525,4.032508325,0.006083056913735391,0.9566704118213742,0.004412601490036192
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,41,0.82,2.4634146341463414,3.934154463414634,0.00534255754608858,0.9620129693674628,0.0043286663460253075
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,42,0.84,2.4047619047619047,3.840484119047619,0.00357734845020955,0.9655903178176722,0.004254904396400664
Turbulent radiative layer 2D,tcool_1.00,pressure,full,boxcar,43,0.86,2.3488372093023258,3.751170534883721,0.003627341649751357,0.9692176594674237,0.004190714384208662
