family,scenario,field,segment,window,bin,freq_rel_nyquist,period_steps,period_time_units,share,cumulative_share,ar1_null_share
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,20,0.6666666666666666,3.0,4.791099,0.008234294591331879,0.8999550076771146,0.010544879041963962
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,21,0.7,2.857142857142857,4.562951428571428,0.00889683579989463,0.9088518434770092,0.009997988704099502
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.01076180050014823,0.9196136439771574,0.00953953342859176
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.01044098283440873,0.930054626811566,0.00915746427725927
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,24,0.8,2.5,3.9925824999999997,0.013835603113418738,0.9438902299249848,0.008842279047335335
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,25,0.8333333333333334,2.4,3.8328792,0.01053874111062187,0.9544289710356068,0.008586512127835788
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.010849975663591797,0.9652789466991986,0.008384355565255255
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,27,0.9,2.2222222222222223,3.548962222222222,0.011151006049081993,0.9764299527482805,0.008231378603502553
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.009327898111252331,0.9857578508595328,0.00812432271056193
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.009854981013914906,0.9956128318734477,0.008060956058046784
Turbulent radiative layer 2D,tcool_0.03,pressure,train,boxcar,30,1.0,2.0,3.194066,0.004387168126552232,1.0,0.0040199882556430375
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,1,0.03333333333333333,60.0,95.82198,0.3483813363411255,0.3483813363411255,0.15273513306689496
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,2,0.06666666666666667,30.0,47.91099,0.1415802277035684,0.48996156404469393,0.13314642446776376
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,3,0.1,20.0,31.940659999999998,0.04948640988864707,0.539447973933341,0.10983931291039287
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,4,0.13333333333333333,15.0,23.955495,0.031629665683564206,0.5710776396169052,0.08841059486563418
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,5,0.16666666666666666,12.0,19.164396,0.039094530815760815,0.610172170432666,0.07089025506319294
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,6,0.2,10.0,15.970329999999999,0.0532584563032051,0.663430626735871,0.057273998758304204
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.023260950279493722,0.6866915770153648,0.04687139419415002
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,8,0.26666666666666666,7.5,11.9777475,0.02555732951418763,0.7122489065295524,0.03892718333438966
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,9,0.3,6.666666666666667,10.646886666666667,0.01658670677713284,0.7288356133066853,0.03281456671856125
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,10,0.3333333333333333,6.0,9.582198,0.022856625491026187,0.7516922387977115,0.028059628281858574
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.03007573144481524,0.7817679702425268,0.024316245597488854
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,12,0.4,5.0,7.985164999999999,0.021289570452560535,0.8030575406950873,0.021334108129984476
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.012312043540638298,0.8153695842357255,0.018931866878198637
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.011194713509450073,0.8265642977451756,0.01697715322727338
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,15,0.5,4.0,6.388132,0.01367893134202316,0.8402432290871988,0.015372374565197926
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,16,0.5333333333333333,3.75,5.98887375,0.019660702112973077,0.859903931200172,0.014044780704959873
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.012615374935334323,0.8725193061355062,0.01293953586335547
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,18,0.6,3.3333333333333335,5.3234433333333335,0.010335070954717102,0.8828543770902233,0.012014866764536555
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.008933666721884587,0.891788043812108,0.011238638742753519
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,20,0.6666666666666666,3.0,4.791099,0.008973521331874224,0.9007615651439822,0.010585917129183688
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,21,0.7,2.857142857142857,4.562951428571428,0.010838616574657957,0.9116001817186402,0.010037213344336859
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.010655298201638214,0.9222554799202785,0.00957721133462498
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.008828993121625108,0.9310844730419036,0.009193834673016876
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,24,0.8,2.5,3.9925824999999997,0.01236915140723679,0.9434536244491404,0.00887755816961885
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,25,0.8333333333333334,2.4,3.8328792,0.008344576797398327,0.9517982012465387,0.008620897294433438
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.010733054767980347,0.9625312560145189,0.008418028824853915
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,27,0.9,2.2222222222222223,3.548962222222222,0.011630386443106362,0.9741616424576254,0.008264510017024548
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.008938312821901792,0.9830999552795272,0.0081570733279999
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.011791259674764786,0.994891214954292,0.008093480659491482
Turbulent radiative layer 2D,tcool_0.03,pressure,train,hann,30,1.0,2.0,3.194066,0.005108785045708258,1.0000000000000002,0.004036213090524571
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,1,0.02,101.0,161.300333,0.1924397950085993,0.1924397950085993,0.09892677849464353
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,2,0.04,50.5,80.6501665,0.08733906329685988,0.2797788583054592,0.09296490829419868
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,3,0.06,33.666666666666664,53.76677766666666,0.0844755025481297,0.3642543608535889,0.08449946628043122
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,4,0.08,25.25,40.32508325,0.07778683852780728,0.44204119938139624,0.07497792453312792
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,5,0.1,20.2,32.2600666,0.05880402407013417,0.5008452234515305,0.0655328309552346
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,6,0.12,16.833333333333332,26.88338883333333,0.03389501651023832,0.5347402399617688,0.056838329740511916
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,7,0.14,14.428571428571429,23.042904714285715,0.037647811898015665,0.5723880518597844,0.049186138978115614
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,8,0.16,12.625,20.162541625,0.041526400724089724,0.6139144525838741,0.042624933907629704
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,9,0.18,11.222222222222221,17.922259222222223,0.02728368311427055,0.6411981356981447,0.037077958241725766
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,10,0.2,10.1,16.1300333,0.029374138022381608,0.6705722737205263,0.03241846713534383
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,11,0.22,9.181818181818182,14.663666636363637,0.019566167277326088,0.6901384409978524,0.028510584465196675
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,12,0.24,8.416666666666666,13.441694416666666,0.016426681271988947,0.7065651222698414,0.025228268092109006
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,13,0.26,7.769230769230769,12.407717923076923,0.014143619719601699,0.7207087419894431,0.022462264605962883
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,14,0.28,7.214285714285714,11.521452357142858,0.015577985151780356,0.7362867271412236,0.020121166274480223
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,15,0.3,6.733333333333333,10.753355533333332,0.01566307266710955,0.7519497998083331,0.018129922051308776
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,16,0.32,6.3125,10.0812708125,0.016260075272397003,0.7682098750807301,0.016427490359807048
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,17,0.34,5.9411764705882355,9.48825488235294,0.014894320796377121,0.7831041958771072,0.014964414357397869
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,18,0.36,5.611111111111111,8.961129611111112,0.0125609708643626,0.7956651667414698,0.01370063828560638
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,19,0.38,5.315789473684211,8.489491210526316,0.012703141201734922,0.8083683079432047,0.012603661946509916
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,20,0.4,5.05,8.06501665,0.012779747567866054,0.8211480555110708,0.011647031981669253
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,21,0.42,4.809523809523809,7.680968238095238,0.0113801302168675,0.8325281857279383,0.010809130567226086
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,22,0.44,4.590909090909091,7.331833318181818,0.010327308245608943,0.8428554939735473,0.01007221209963268
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,23,0.46,4.391304347826087,7.013057956521739,0.009143914224480737,0.851999408198028,0.009421640430332332
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,24,0.48,4.208333333333333,6.720847208333333,0.00845560622468246,0.8604550144227104,0.008845285570601526
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,25,0.5,4.04,6.45201332,0.007902511100906052,0.8683575255236164,0.008333046060894226
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,26,0.52,3.8846153846153846,6.203858961538462,0.007757535499494916,0.8761150610231113,0.00787646994440038
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,27,0.54,3.740740740740741,5.974086407407407,0.00580122911741883,0.8819162901405301,0.0074684530178758075
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,28,0.56,3.607142857142857,5.760726178571429,0.007020944991616596,0.8889372351321467,0.007102997693275948
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,29,0.58,3.4827586206896552,5.562080448275862,0.007043854839605037,0.8959810899717517,0.006775019499188654
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,30,0.6,3.3666666666666667,5.376677766666666,0.006788576262787832,0.9027696662345396,0.006480191140182291
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,31,0.62,3.2580645161290325,5.203236548387097,0.006212653981477174,0.9089823202160169,0.0062148162733271
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,32,0.64,3.15625,5.04063540625,0.0059495734023750435,0.9149318936183919,0.005975726892991295
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,33,0.66,3.0606060606060606,4.887888878787878,0.0054034441928858526,0.9203353378112776,0.005760199551663477
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,34,0.68,2.9705882352941178,4.74412744117647,0.0056238855212185765,0.9259592233324963,0.005565886676749982
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,35,0.7,2.8857142857142857,4.6085809428571425,0.005076030981770684,0.9310352543142669,0.005390760041789799
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,36,0.72,2.8055555555555554,4.480564805555556,0.005317137062804324,0.9363523913770713,0.005233064069851581
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,37,0.74,2.72972972972973,4.3594684594594595,0.0048860156716897425,0.9412384070487609,0.005091277128783468
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,38,0.76,2.6578947368421053,4.244745605263158,0.004997181563247413,0.9462355886120083,0.004964079354348758
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,39,0.78,2.58974358974359,4.135905974358974,0.004667235259693664,0.950902823871702,0.004850325832401349
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,40,0.8,2.525,4.032508325,0.004784563910662147,0.9556873877823641,0.004749024203675246
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,41,0.82,2.4634146341463414,3.934154463414634,0.004518668717954772,0.9602060565003189,0.004659315938651043
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,42,0.84,2.4047619047619047,3.840484119047619,0.004592509292453556,0.9647985657927723,0.00458046067617528
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,43,0.86,2.3488372093023258,3.751170534883721,0.004654417244873134,0.9694529830376455,0.004511823136390047
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,44,0.88,2.2954545454545454,3.665916659090909,0.004322975947535834,0.9737759589851813,0.004452862212519809
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,45,0.9,2.2444444444444445,3.584451844444444,0.004265609800769498,0.9780415687859508,0.0044031219221522455
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,46,0.92,2.1956521739130435,3.5065289782608695,0.004763463884533105,0.9828050326704839,0.004362223960731705
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,47,0.94,2.148936170212766,3.431921978723404,0.004389475603827994,0.9871945082743119,0.004329861651111768
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,48,0.96,2.1041666666666665,3.3604236041666664,0.004057758259858639,0.9912522665341705,0.004305795125603349
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,49,0.98,2.061224489795918,3.291843530612245,0.004197714482874036,0.9954499810170446,0.004289847612939376
Turbulent radiative layer 2D,tcool_0.06,density,full,boxcar,50,1.0,2.02,3.22600666,0.004550018982955455,1.0,0.004281902733522509
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,1,0.02,101.0,161.300333,0.10451316908455371,0.10451316908455371,0.09738354816381363
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,2,0.04,50.5,80.6501665,0.07490092628603444,0.17941409537058817,0.0916885499894345
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,3,0.06,33.666666666666664,53.76677766666666,0.09879553750950912,0.2782096328800973,0.08356476850342695
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,4,0.08,25.25,40.32508325,0.11958725450507547,0.3977968873851727,0.07437483420375
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,5,0.1,20.2,32.2600666,0.07029785719015352,0.46809474457532624,0.06520309997241949
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,6,0.12,16.833333333333332,26.88338883333333,0.04519025905838608,0.5132850036337123,0.05671086099982172
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,7,0.14,14.428571428571429,23.042904714285715,0.04126573754481348,0.5545507411785258,0.04919719903069306
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,8,0.16,12.625,20.162541625,0.04193508497721118,0.596485826155737,0.042725116070978064
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,9,0.18,11.222222222222221,17.922259222222223,0.03268207291138861,0.6291678990671256,0.037231990538814604
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,10,0.2,10.1,16.1300333,0.0299322107060317,0.6591001097731573,0.03260243051041112
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,11,0.22,9.181818181818182,14.663666636363637,0.024699331128720626,0.6837994409018779,0.028708827733997373
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,12,0.24,8.416666666666666,13.441694416666666,0.019439749826147854,0.7032391907280257,0.02543084663274386
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,13,0.26,7.769230769230769,12.407717923076923,0.014608486988877557,0.7178476777169033,0.022663049819281023
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,14,0.28,7.214285714285714,11.521452357142858,0.01752884048168781,0.7353765181985911,0.020316530420806642
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,15,0.3,6.733333333333333,10.753355533333332,0.01663482989026378,0.7520113480888547,0.0183178524434877
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,16,0.32,6.3125,10.0812708125,0.014907546640955753,0.7669188947298106,0.01660700353230428
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,17,0.34,5.9411764705882355,9.48825488235294,0.013103646904254298,0.7800225416340648,0.015135172732795769
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,18,0.36,5.611111111111111,8.961129611111112,0.011369896777749225,0.7913924384118141,0.0138627010455761
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,19,0.38,5.315789473684211,8.489491210526316,0.012005420534555803,0.8033978589463698,0.012757323997469237
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,20,0.4,5.05,8.06501665,0.012641323215767044,0.816039182162137,0.011792720477801766
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,21,0.42,4.809523809523809,7.680968238095238,0.011396673056400373,0.8274358552185374,0.010947338960510429
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,22,0.44,4.590909090909091,7.331833318181818,0.011629429158848341,0.8390652843773857,0.010203458631891555
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,23,0.46,4.391304347826087,7.013057956521739,0.010680449677111216,0.8497457340544968,0.00954644252716155
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,24,0.48,4.208333333333333,6.720847208333333,0.010050435194383148,0.85979616924888,0.008964144558861796
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,25,0.5,4.04,6.45201332,0.00888322008369495,0.8686793893325749,0.008446438560556603
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,26,0.52,3.8846153846153846,6.203858961538462,0.007394594970538324,0.8760739843031133,0.007984843543918818
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,27,0.54,3.740740740740741,5.974086407407407,0.006302846343975769,0.882376830647089,0.007572224665286451
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,28,0.56,3.607142857142857,5.760726178571429,0.007069926546891181,0.8894467571939803,0.007202553775184097
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,29,0.58,3.4827586206896552,5.562080448275862,0.006744094205625174,0.8961908513996054,0.006870716935153493
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,30,0.6,3.3666666666666667,5.376677766666666,0.0063770786780062315,0.9025679300776116,0.006572359054499061
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,31,0.62,3.2580645161290325,5.203236548387097,0.006442435360188233,0.9090103654377998,0.006303757961250031
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,32,0.64,3.15625,5.04063540625,0.005818985781583533,0.9148293512193832,0.0060617219010501945
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,33,0.66,3.0606060606060606,4.887888878787878,0.005407689292737446,0.9202370405121207,0.005843505759601667
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,34,0.68,2.9705882352941178,4.74412744117647,0.005855184912737624,0.9260922254248584,0.005646742313402431
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,35,0.7,2.8857142857142857,4.6085809428571425,0.005244262571565307,0.9313364879964237,0.005469385596633863
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,36,0.72,2.8055555555555554,4.480564805555556,0.004801344021277689,0.9361378320177014,0.005309664081117565
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,37,0.74,2.72972972972973,4.3594684594594595,0.004613460786892557,0.9407512928045939,0.005166041841322094
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,38,0.76,2.6578947368421053,4.244745605263158,0.004721262779427809,0.9454725555840218,0.005037186248202653
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,39,0.78,2.58974358974359,4.135905974358974,0.004541275363145274,0.9500138309471671,0.0049219410277511425
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,40,0.8,2.525,4.032508325,0.004488423090454811,0.9545022540376218,0.004819303750559178
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,41,0.82,2.4634146341463414,3.934154463414634,0.0044745210873593025,0.9589767751249811,0.004728407001284508
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,42,0.84,2.4047619047619047,3.840484119047619,0.004676081804152784,0.9636528569291339,0.004648502622291017
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,43,0.86,2.3488372093023258,3.751170534883721,0.004593207303222865,0.9682460642323567,0.004578948542095071
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,44,0.88,2.2954545454545454,3.665916659090909,0.004470483593399637,0.9727165478257563,0.004519197792932582
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,45,0.9,2.2444444444444445,3.584451844444444,0.004665618085491119,0.9773821659112475,0.004468789397683695
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,46,0.92,2.1956521739130435,3.5065289782608695,0.004883091775498007,0.9822652576867454,0.0044273408683999154
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,47,0.94,2.148936170212766,3.431921978723404,0.00464724115755116,0.9869124988442965,0.004394542109793769
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,48,0.96,2.1041666666666665,3.3604236041666664,0.004243159902742963,0.9911556587470395,0.004370150563668249
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,49,0.98,2.061224489795918,3.291843530612245,0.00424323641313856,0.9953988951601781,0.004353987466300602
Turbulent radiative layer 2D,tcool_0.06,density,full,hann,50,1.0,2.02,3.22600666,0.0046011048398214415,0.9999999999999996,0.004345935121808982
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,1,0.03333333333333333,60.0,95.82198,0.17280273975443602,0.17280273975443602,0.14129483941639576
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,2,0.06666666666666667,30.0,47.91099,0.11756149657478093,0.290364236329217,0.12555809275634036
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,3,0.1,20.0,31.940659999999998,0.14866848699475915,0.43903272332397614,0.1060215925666916
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,4,0.13333333333333333,15.0,23.955495,0.07002142499292263,0.5090541483168988,0.0872286730806601
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,5,0.16666666666666666,12.0,19.164396,0.056041673860744864,0.5650958221776436,0.07123311283968775
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,6,0.2,10.0,15.970329999999999,0.05007447695845352,0.6151702991360971,0.0583882941910165
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,7,0.23333333333333334,8.571428571428571,13.688854285714285,0.03865717658730198,0.653827475723399,0.048320381367412506
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,8,0.26666666666666666,7.5,11.9777475,0.02649599757952875,0.6803234733029279,0.04047803107943311
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,9,0.3,6.666666666666667,10.646886666666667,0.0349852730207822,0.71530874632371,0.03435072729878172
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,10,0.3333333333333333,6.0,9.582198,0.037419111965326074,0.7527278582890361,0.02952723469706618
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,11,0.36666666666666664,5.454545454545454,8.711089090909091,0.031785104137033185,0.7845129624260693,0.025694142309579733
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,12,0.4,5.0,7.985164999999999,0.024723401354669033,0.8092363637807383,0.022617718529607003
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,13,0.43333333333333335,4.615384615384615,7.3709215384615385,0.018013302533862175,0.8272496663146005,0.02012465922270126
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,14,0.4666666666666667,4.285714285714286,6.844427142857143,0.018606294874301422,0.8458559611889018,0.018086177792285815
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,15,0.5,4.0,6.388132,0.01642077267501569,0.8622767338639176,0.016405964306581495
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,16,0.5333333333333333,3.75,5.98887375,0.011222303953640357,0.873499037817558,0.015011399052548698
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,17,0.5666666666666667,3.5294117647058822,5.63658705882353,0.013016107389724458,0.8865151452072825,0.013847231348721583
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,18,0.6,3.3333333333333335,5.3234433333333335,0.0122853024419951,0.8988004476492776,0.012871046448782392
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,19,0.6333333333333333,3.1578947368421053,5.043262105263158,0.011128640946611664,0.9099290885958893,0.012050006341849944
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,20,0.6666666666666666,3.0,4.791099,0.010106062234322429,0.9200351508302117,0.011358493281714722
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,21,0.7,2.857142857142857,4.562951428571428,0.009831543327475425,0.9298666941576872,0.010776393965009054
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,22,0.7333333333333333,2.727272727272727,4.355544545454546,0.009680184894398498,0.9395468790520858,0.010287840842775287
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,23,0.7666666666666667,2.608695652173913,4.166173043478261,0.008710763242566654,0.9482576422946525,0.009880282215741457
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,24,0.8,2.5,3.9925824999999997,0.008167837880302684,0.9564254801749552,0.009543791116611001
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,25,0.8333333333333334,2.4,3.8328792,0.007879180903530769,0.964304661078486,0.009270549608322675
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,26,0.8666666666666667,2.3076923076923075,3.6854607692307693,0.007805471960981614,0.9721101330394676,0.009054463683127041
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,27,0.9,2.2222222222222223,3.548962222222222,0.007844978434074806,0.9799551114735423,0.008890876981512393
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,28,0.9333333333333333,2.142857142857143,3.4222135714285713,0.008438264557882541,0.9883933760314249,0.00877636081453039
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,29,0.9666666666666667,2.0689655172413794,3.3042062068965516,0.0074919353657002365,0.9958853113971251,0.008708564670440426
Turbulent radiative layer 2D,tcool_0.06,density,train,boxcar,30,1.0,2.0,3.194066,0.004114688602875129,1.0000000000000002,0.004343058174072336
Turbulent radiative layer 2D,tcool_0.06,density,train,hann,1,0.03333333333333333,60.0,95.82198,0.13147195951619778,0.13147195951619778,0.11483816310522588
Turbulent radiative layer 2D,tcool_0.06,density,train,hann,2,0.06666666666666667,30.0,47.91099,0.08648361479145128,0.21795557430764906,0.1062238980193607
Turbulent radiative layer 2D,tcool_0.06,density,train,hann,3,0.1,20.0,31.940659999999998,0.11840752133649782,0.3363630956441469,0.0944962635625502
Turbulent radiative layer 2D,tcool_0.06,density,train,hann,4,0.13333333333333333,15.0,23.955495,0.060805588349444606,0.3971686839935915,0.08196613380563793
Turbulent radiative layer 2D,tcool_0.06,density,train,hann,5,0.16666666666666666,12.0,19.164396,0.06048850017007579,0.4576571841636673,0.07017766383345489
