seed,ky,kx,radius,pole_margin,exact_margin,error_growth,final_error
2,-1,4,4.123105625617661,-0.07027579558914601,-0.06554034172598407,0.08505374648991744,0.09659663587808609
2,-1,5,5.0990195135927845,-0.10634173935785782,-0.10023816969856372,0.08263250133570492,0.08988656848669052
2,0,0,0.0,-0.010098370876173927,-1.1102230246251565e-16,-0.000476910787470298,0.06318125128746033
2,0,1,1.0,-0.011515234641148498,-0.003855314219175528,0.05064827589427722,0.066553495824337
2,0,2,2.0,-0.022017787390028305,-0.015421256876702224,0.05768518588122185,0.0543866865336895
2,0,3,3.0,-0.04035634925036925,-0.03469782797257986,0.06489660424344666,0.056859053671360016
2,0,4,4.0,-0.06876427860642617,-0.06168502750680854,0.050994663729387144,0.055560458451509476
2,0,5,5.0,-0.1019841368252291,-0.09638285547938827,0.064616862815969,0.07148291915655136
2,0,6,6.0,-0.14251024449565772,-0.13879131189031926,0.09163074808962193,0.14973469078540802
2,1,0,1.0,-0.012613396050567539,-0.003855314219175528,0.059651011228561285,0.05989781394600868
2,1,1,1.4142135623730951,-0.015341333561470816,-0.0077106284383510445,0.04638286268009851,0.07355957478284836
2,1,2,2.23606797749979,-0.027012674587238557,-0.019276571095877625,0.038911317025913834,0.04610077664256096
2,1,3,3.1622776601683795,-0.046298611900223705,-0.038553142191755325,0.07205283641815163,0.04384201020002365
2,1,4,4.123105625617661,-0.07313508317606579,-0.06554034172598407,0.049939656958860344,0.06365218013525009
2,1,5,5.0990195135927845,-0.10614421243615724,-0.10023816969856372,0.16082926041939669,0.11180571466684341
2,2,0,2.0,-0.022872124236643063,-0.015421256876702224,0.010576503417071134,0.03919052332639694
2,2,1,2.23606797749979,-0.026401177252614014,-0.019276571095877625,0.057739487115074505,0.08939919620752335
2,2,2,2.8284271247461903,-0.037507391651319825,-0.030842513753404247,0.0628196628654703,0.04962940514087677
2,2,3,3.605551275463989,-0.05760915489642051,-0.05011908484928189,0.08023965954780571,0.10927895456552505
2,2,4,4.47213595499958,-0.08393420581543098,-0.07710628438351075,0.08580146081307344,0.13374146819114685
2,2,5,5.385164807134504,-0.11730698714247378,-0.11180411235609042,0.06488661801113789,0.06692087650299072
2,3,0,3.0,-0.04063638589595892,-0.03469782797257986,0.058087908871033524,0.062257539480924606
2,3,1,3.1622776601683795,-0.04636670988653935,-0.038553142191755325,0.05943313521497375,0.04511557146906853
2,3,2,3.605551275463989,-0.0562823014433417,-0.05011908484928189,0.06391933560371385,0.05523406341671944
2,3,3,4.242640687119285,-0.07482429417520921,-0.0693956559451595,0.09172582415973428,0.0799187496304512
2,3,4,5.0,-0.10213458641036899,-0.09638285547938827,0.09122104855144718,0.12805140018463135
2,3,5,5.830951894845301,-0.13360471050128925,-0.13108068345196808,0.1501336479888241,0.12850278615951538
2,4,0,4.0,-0.06587765864578585,-0.06168502750680854,0.12743919035967655,0.14493216574192047
2,4,1,4.123105625617661,-0.07371906246166955,-0.06554034172598407,0.09900861137053546,0.1049736812710762
2,4,2,4.47213595499958,-0.08247929398882797,-0.07710628438351075,0.10235469376339615,0.09026817232370377
2,4,3,5.0,-0.10255012792401995,-0.09638285547938827,0.1390559459433835,0.1064351499080658
2,4,4,5.656854249492381,-0.12659500834874754,-0.12337005501361714,0.10400388468714315,0.150467187166214
2,5,0,5.0,-0.10413881978713606,-0.09638285547938827,0.11473572008750013,0.14759033918380737
2,5,1,5.0990195135927845,-0.10281712909675213,-0.10023816969856372,0.09045158203910364,0.0904761478304863
2,5,2,5.385164807134504,-0.11591513299359629,-0.11180411235609042,0.12751189891029793,0.12226098030805588
2,5,3,5.830951894845301,-0.13280213566363452,-0.13108068345196808,0.13062228104647455,0.13742518424987793
2,6,0,6.0,-0.17749552257907986,-0.13879131189031926,0.11623589186107398,0.36714664101600647
